Time,Starthour,Endhour,Unit,Data
2023-03-19,14:45,15:00,MW,0.000004
2023-03-19,15:00,15:15,MW,0.000576
2023-03-19,15:15,15:30,MW,0
2023-03-19,15:30,15:45,MW,0
2023-03-19,15:45,16:00,MW,0.000616
2023-03-19,16:00,16:15,MW,613.272
2023-03-19,16:15,16:30,MW,316.208
2023-03-19,16:30,16:45,MW,0
2023-03-19,16:45,17:00,MW,0
2023-03-19,17:00,17:15,MW,0
2023-03-19,17:15,17:30,MW,0.000028
2023-03-19,17:30,17:45,MW,4.344
2023-03-19,17:45,18:00,MW,0
2023-03-19,18:00,18:15,MW,81.288
2023-03-19,18:15,18:30,MW,86.908
2023-03-19,18:30,18:45,MW,16.104
2023-03-19,18:45,19:00,MW,52.876
2023-03-19,19:00,19:15,MW,201.94
2023-03-19,19:15,19:30,MW,175.948
2023-03-19,19:30,19:45,MW,0.000148
2023-03-19,19:45,20:00,MW,32.02
2023-03-19,20:00,20:15,MW,140.912
2023-03-19,20:15,20:30,MW,14.236
2023-03-19,20:30,20:45,MW,79.172
2023-03-19,20:45,21:00,MW,116.632
2023-03-19,21:00,21:15,MW,10.576
2023-03-19,21:15,21:30,MW,158.712
2023-03-19,21:30,21:45,MW,154.84
2023-03-19,21:45,22:00,MW,191.548
2023-03-19,22:00,22:15,MW,33.508
2023-03-19,22:15,22:30,MW,22.864
2023-03-19,22:30,22:45,MW,0.000372
2023-03-19,22:45,23:00,MW,7.844
2023-03-19,23:00,23:15,MW,3.852
2023-03-19,23:15,23:30,MW,3.008
2023-03-19,23:30,23:45,MW,0.000064
2023-03-19,23:45,00:00,MW,0.000044
