Time,Product,GERMANY_MIN_ENERGY_PRICE_[EUR/MWh],Data,GERMANY_MARGINAL_ENERGY_PRICE_[EUR/MWh]
2023-03-18,NEG_049,70,-1277.95,-15000
2023-03-18,NEG_050,70,-1136.69,-15000
2023-03-18,NEG_051,70,-1083.35,-15000
2023-03-18,NEG_052,70,-1213.48,-15000
2023-03-18,NEG_053,70,-1291.17,-15000
2023-03-18,NEG_054,70,-1144.81,-15000
2023-03-18,NEG_055,70,-1077.2,-15000
2023-03-18,NEG_056,70,-1345.54,-15000
2023-03-18,NEG_057,70,-1293.2,-15000
2023-03-18,NEG_058,70,-1168.1,-15000
2023-03-18,NEG_059,70,-1074.2,-15000
2023-03-18,NEG_060,70,-1211.94,-15000
2023-03-18,NEG_061,70,-1287.58,-15000
2023-03-18,NEG_062,70,-1148.87,-15000
2023-03-18,NEG_063,70,-1082.87,-15000
