Time,Starthour,Endhour,Unit,Data
2023-03-19,17:15,17:30,MW,0.000416
2023-03-19,17:30,17:45,MW,0.00038
2023-03-19,17:45,18:00,MW,2.044
2023-03-19,18:00,18:15,MW,0
2023-03-19,18:15,18:30,MW,0
2023-03-19,18:30,18:45,MW,0.000176
2023-03-19,18:45,19:00,MW,17.992
2023-03-19,19:00,19:15,MW,3.564
2023-03-19,19:15,19:30,MW,0
2023-03-19,19:30,19:45,MW,0.000344
2023-03-19,19:45,20:00,MW,0.00004
2023-03-19,20:00,20:15,MW,0
2023-03-19,20:15,20:30,MW,6.096
2023-03-19,20:30,20:45,MW,14.572
2023-03-19,20:45,21:00,MW,0
2023-03-19,21:00,21:15,MW,4.048
2023-03-19,21:15,21:30,MW,3.968
2023-03-19,21:30,21:45,MW,0
2023-03-19,21:45,22:00,MW,0
2023-03-19,22:00,22:15,MW,5.396
2023-03-19,22:15,22:30,MW,0.000436
2023-03-19,22:30,22:45,MW,31.708
2023-03-19,22:45,23:00,MW,57.392
2023-03-19,23:00,23:15,MW,124.708
2023-03-19,23:15,23:30,MW,25.452
2023-03-19,23:30,23:45,MW,39.888
2023-03-19,23:45,00:00,MW,29.9
