Time,Data
2025-03-28:NEG_012,1239.12
2025-03-28:NEG_013,1216.58
2025-03-28:NEG_014,1282.41
2025-03-28:NEG_015,1293.88
2025-03-28:NEG_016,1293.83
2025-03-28:NEG_017,1308.44
2025-03-28:NEG_018,1303.81
2025-03-28:NEG_019,1302.96
2025-03-28:NEG_020,1304.11
2025-03-28:NEG_021,1370.67
2025-03-28:NEG_022,1192.91
2025-03-28:NEG_023,1119
2025-03-28:NEG_024,1119.13
2025-03-28:NEG_025,1212.54
2025-03-28:NEG_026,1249.99
2025-03-28:NEG_027,1236.8
2025-03-28:NEG_028,1234.7
2025-03-28:NEG_029,1235.28
2025-03-28:NEG_030,1242.51
2025-03-28:NEG_031,1249.69
2025-03-28:NEG_032,1322.75
2025-03-28:NEG_033,1326.38
2025-03-28:NEG_034,1353.62
2025-03-28:NEG_035,1366.43
2025-03-28:NEG_036,1368.5
2025-03-28:NEG_037,1467.07
2025-03-28:NEG_038,1480.39
2025-03-28:NEG_039,1369.89
2025-03-28:NEG_040,1355.26
2025-03-28:NEG_041,1373.92
2025-03-28:NEG_042,1365.85
2025-03-28:NEG_043,1370.79
2025-03-28:NEG_044,1374.31
2025-03-28:NEG_045,1399.15
2025-03-28:NEG_046,1402.25
2025-03-28:NEG_047,1448.24
2025-03-28:NEG_048,1370.36
2025-03-28:NEG_049,1638.2
2025-03-28:NEG_050,1634.78
2025-03-28:NEG_051,1633.51
2025-03-28:NEG_052,1632.95
2025-03-28:NEG_053,1639.89
2025-03-28:NEG_054,1639.51
2025-03-28:NEG_055,1640.05
2025-03-28:NEG_056,1747.88
2025-03-28:NEG_057,1748.13
2025-03-28:NEG_058,1641.26
2025-03-28:NEG_059,1641.61
2025-03-28:NEG_060,1861.13
2025-03-28:NEG_061,1642.24
2025-03-28:NEG_062,1639.92
2025-03-28:NEG_063,1632.15
2025-03-28:NEG_064,1630.62
2025-03-28:NEG_065,1645.65
2025-03-28:NEG_066,1644.48
2025-03-28:NEG_067,1391.62
2025-03-28:NEG_068,1333.52
2025-03-28:NEG_069,1473.75
2025-03-28:NEG_070,1368.36
2025-03-28:NEG_071,1301.27
2025-03-28:NEG_072,1360.25
2025-03-28:NEG_073,1364.62
2025-03-28:NEG_074,1365.88
2025-03-28:NEG_075,1361.14
2025-03-28:NEG_076,1346.36
2025-03-28:NEG_077,1339.9
2025-03-28:NEG_078,1341.18
2025-03-28:NEG_079,1339.7
2025-03-28:NEG_080,1347.83
2025-03-28:NEG_081,1193.2
2025-03-28:NEG_082,1205.33
2025-03-28:NEG_083,1217.98
2025-03-28:NEG_084,1206.31
2025-03-28:NEG_085,1195.14
2025-03-28:NEG_086,1219.57
2025-03-28:NEG_087,1214.6
2025-03-28:NEG_088,1210.63
2025-03-28:NEG_089,1182.23
