Time,Nominal,Moderate,Data
30.5,200.513613596574,161.530438701923,231.763302834715
30.75,150.877998942728,130.502361778846,159.861940180869
31,220.601528335127,174.138515624999,258.956042051285
31.25,149.639143969742,129.778707932692,156.1610596859
31.5,140.090473142819,123.809669471153,142.329006858977
31.75,123.448670988973,113.406592548076,118.221956705131
32,169.98182547363,142.364669471153,190.532270828747
32.25,136.961248762091,121.722938701923,142.699188117208
32.5,116.23590472363,108.767169471153,112.676784078747
32.75,92.7396957043994,94.0792848557692,78.6405490595163
33,144.788670608028,126.414477163461,161.603531516526
33.25,116.449985108028,108.699477163461,120.552562016526
33.5,96.0655002234131,95.9567848557691,91.0239211319108
33.75,73.9459561080285,82.1294771634615,58.9819010165262
34,126.111128957194,114.604861778846,139.576960238988
34.25,100.937080745655,98.8681310096153,103.11023402745
34.5,84.9022416879632,88.8444771634615,79.8824209697578
34.75,64.358709707194,76.0023617788461,50.1233869889885
35,108.586327093676,103.551207932692,117.89254122372
35.25,87.1278897667534,90.1371694711538,86.8081898967975
35.5,77.322959305215,84.007938701923,72.6049234352591
35.75,62.7995291129073,74.9290925480769,51.5665132429514
36,90.3903679602229,92.1002463942307,94.4007682375694
36.25,75.5266938832998,82.8087079326922,72.8694861606463
36.5,68.5603080179152,78.4539002403845,62.7780902952617
36.75,49.0159732679152,66.2364002403845,34.4664775452617
37,58.7669979054014,72.3158233173076,49.1964904152493
37.25,65.2599340977091,76.3746694711538,58.602054607557
37.5,75.2765171746322,82.6362079326923,73.1119176844801
37.75,79.2696144823245,85.1323617788461,78.8962549921724
38,45.9358988614448,64.3640925480769,28.0111808330999
38.25,70.2904084575987,79.5885156249999,63.2907364292538
38.5,88.2784196883679,90.8331310096153,89.347883660023
38.75,103.123020419137,100.11274639423,110.851536390792
39,47.2930517212284,65.3175540865384,26.0319942584055
39.25,83.541946086613,87.9773617788461,78.5415666237901
39.5,105.452606298151,101.674092548076,110.281000835328
39.75,133.627630182766,119.286784855769,151.094892719943
40,60.3870837981129,73.7123617788461,37.1343424892151
40.25,98.6835941634975,97.6521694711538,92.6100588545997
40.5,134.994938355805,120.351015624999,145.210095046907
40.75,163.951661798112,138.452361778846,187.156344489215
41,102.417073085296,100.265631009615,87.5211870931437
41.25,136.107370354526,121.326015625,136.324416362374
41.5,164.709698719911,139.205823317307,177.757294727759
41.75,205.143962027603,164.481977163461,236.329726035451
42,164.698877292371,139.474861778846,167.387022297171
42.25,163.336671215448,138.623323317307,165.413752220248
42.5,191.192678003909,156.036592548076,205.76552100871
42.75,242.691327888524,188.229284855769,280.365646893325
43,216.800796143671,171.964092548076,245.886109519133
43.25,173.222814701364,144.72274639423,182.759738076826
43.5,161.057711470595,137.118131009615,165.137562846056
43.75,151.960340624441,131.431207932692,151.959255999903
44,203.087891375383,163.168131009615,234.423613014233
44.25,153.214167529229,131.991207932692,162.177329168079
44.5,129.184212452306,116.969669471153,127.367918091156
44.75,106.857937875383,103.013131009615,95.0264315142331
45,165.021805927638,139.210438701923,185.36098976965
45.25,131.879713543022,118.49274639423,137.351881385035
45.5,119.129796908407,110.522554086538,118.882554750419
45.75,92.2299185045613,93.7069771634615,79.9158183465738
46,148.837256452086,128.916977163461,168.532255317293
46.25,118.698600817471,110.076784855769,124.873877682677
46.5,103.323638009779,100.465631009615,102.601950874985
46.75,79.2029307213176,85.3873617788461,67.6610775865239
47,123.046581119092,112.701207932692,134.685391138289
47.25,102.725468965246,99.9981310096153,105.248550984442
47.5,80.5840827921693,86.1571694711538,73.174890811366
47.75,66.1052596190923,77.1062079326922,52.2010976382891
48,109.276553739783,103.985356570512,118.79192322993
48.25,90.4453160282451,92.213625801282,91.5132915183924
48.5,76.7377328359374,83.6447796474359,71.6567043260847
48.75,62.077712874399,74.4805488782051,50.4204323645462
49,96.3718489534671,95.8778565705128,101.620644916376
49.25,80.2441042419286,85.796125801282,78.2582502048375
49.5,74.3516708188517,82.1126642628205,69.7225647817606
49.75,66.4833002611594,77.1940104166666,58.3245682240683
50,80.8402725110711,86.1392027243589,80.2330652547064
50.25,72.6934926264557,81.0465104166666,68.431769370091
50.5,71.2845260879942,80.1657411858974,66.3907628316295
50.75,71.3608194726095,80.2134334935897,66.5012802162448
51,66.1340738325612,76.9401642628204,59.1529293794087
51.25,69.0922882940997,78.7893950320512,63.4381518409472
51.5,78.202887428715,84.4845873397435,76.6356209755626
51.75,84.9099373133304,88.6772796474358,86.351346860178
52,62.4719172431315,74.7034334935897,51.875217470928
52.25,74.8237546854392,82.4247796474359,69.7678929132357
52.5,92.3500063585161,93.3807411858974,95.1561425863126
52.75,108.852757666208,103.696895032051,119.061765894004
53,74.5498383068106,82.5224719551281,59.2748406518796
53.25,100.707086749118,98.8738181089743,97.1658150941874
53.5,129.109452614502,116.628625801282,138.309030959572
53.75,157.249098518349,134.219202724358,179.071674863418
54,127.934777504826,116.178625801282,125.933455178386
54.25,144.629185177903,126.614587339743,150.116708851463
54.5,153.856685466364,132.382856570512,163.483519139924
54.75,153.940669716364,132.435356570512,163.605177389924
55,198.035086010418,160.056702724358,225.333376806571
55.25,148.384089625803,129.019010416666,153.409732421956
55.5,137.89959429888,122.464971955128,138.222059095033
55.75,117.345295106572,109.616125801281,108.447427902725
56,178.821826098044,147.943625801282,201.350963870673
56.25,139.536270444198,123.385548878205,144.442532216827
56.5,120.08914823266,111.228818108974,116.271740005289
56.75,97.6050570980447,97.173625801282,83.7016428706736
57,154.055612787693,132.239971955128,173.804696175905
57.25,123.734222191539,113.285548878205,129.881611579751
57.5,100.856666383847,98.9843950320512,96.7415477720596
57.75,77.302314422309,84.2601642628204,62.6210878105211
58,128.29315901568,115.965933493589,142.848673555692
58.25,101.571708688757,99.2618950320512,104.140405228769
58.5,87.6294002849117,90.5463181089743,83.9437988249232
58.75,69.7632123618348,79.3778565705128,58.0631229018463
59,110.409081604058,104.646702724358,122.182628813668
59.25,91.3868027963662,92.7555488782051,94.6272580059764
59.5,76.9965783925201,83.7599719551281,73.7818076021302
59.75,65.7826813925201,76.7499719551282,57.5375346021302
60,96.7079138511296,96.021125801282,104.615767143154
60.25,78.7682012549758,84.8067027243589,78.6285845470008
60.5,69.445334235745,78.9788181089743,65.12362752777
60.75,55.6033147165143,70.3259334935897,45.0722980085392
61,62.1766935360226,74.4178565705128,55.2404806311116
61.25,67.9414585937149,78.0215104166666,63.5912276888039
61.5,72.563053420638,80.9105488782051,70.2859965157269
61.75,82.119722747561,86.8845873397435,84.12963584265
62,48.1285965573338,65.7003565705128,32.4800724012409
62.25,73.447233038103,81.5274719551282,69.1562468820101
62.5,92.4310575188722,93.3945873397436,96.6559133627794
62.75,111.227224884256,105.144395032051,123.883742728163
63,51.992779581624,68.2647796474358,32.4891096301604
63.25,84.7155659854702,88.7203565705127,79.8908180340065
63.5,114.949280716239,107.619971955128,123.686896764775
63.75,136.827024023931,121.296125801282,155.378648072468
64,73.7101052757504,82.0699719551281,55.3390867963076
64.25,110.932355564212,105.338241185897,109.258647084769
64.5,138.918491794981,122.832856570512,149.798919315538
64.75,173.244054544981,144.290356570512,199.522384065538
65,106.075414791391,102.561895032051,92.4687583015384
65.25,135.103201829853,120.70766426282,134.517949339999
65.5,166.756650310622,140.494779647435,180.370631820769
65.75,218.987470579853,173.14516426282,256.03136809
66,169.245730582311,142.269779647435,175.753019432727
66.25,152.981396101542,132.10266426282,152.192762951958
66.5,169.25649779385,142.276510416666,175.768616644265
66.75,207.599153351542,166.24516426282,231.311178201958
67,215.236352863103,170.961125801282,244.558705333402
67.25,168.951186805411,142.027471955128,177.510749275709
67.5,145.643250170795,127.457279647435,143.747242641094
67.75,129.383222574642,117.292856570512,120.19322504494
68,197.467927941382,159.629395032051,227.243739675299
68.25,144.97592588369,126.815741185897,151.204659617607
68.5,119.537619537536,110.913818108974,114.355133271453
68.75,95.7986868067671,96.0742027243589,79.9672925406843
69,157.169709120256,134.229010416666,176.725264623236
69.25,123.428959774102,113.137087339743,127.848951277082
69.5,107.679913274102,103.292087339743,105.035132777082
69.75,83.967437120256,88.4690104166666,70.6856166232363
70,137.709862182091,121.925741185897,153.738959616724
70.25,112.189417393629,105.972471955128,116.770448828263
70.5,99.4533443167067,98.0109334935897,98.3211757513399
70.75,72.8777127974759,81.3980488782051,59.8241382321091
71,121.426098013463,111.623818108974,134.755705210669
71.25,103.463928090386,100.395356570512,108.735991287592
71.5,82.1943784173094,87.0993950320512,77.9252596145154
71.75,60.0966763596171,73.2857411858974,45.9148795568231
72,107.714089251735,102.957602163461,118.444439787438
72.25,89.0477436940434,91.2889483173076,91.4046682297459
72.5,73.2245572517357,81.3976021634615,68.4834517874382
72.75,56.9119241363511,71.2002944711538,44.8532306720536
73,91.0099616178091,92.4608713942307,96.3004733964733
73.25,74.2918660793475,82.0101021634615,72.0829058580118
73.5,67.559897790886,77.8018329326922,62.3310835695503
73.75,61.9474118678091,74.2933713942307,54.2009256464733
74,75.1684391135775,82.5252944711538,74.5829407420729
74.25,68.4312410366545,78.3137560096153,64.8235426651498
74.5,69.1148051520391,78.741063701923,65.8137427805344
74.75,69.7365347097314,79.1297175480769,66.7143703382268
75,61.045790217484,73.7022175480769,53.9285956810506
75.25,66.3669461597917,77.028563701923,61.6367376233583
75.5,75.7307285828686,82.8820252403845,75.2009640464352
75.75,84.2137531020994,88.1849098557692,87.489338565666
76,60.8522712036768,73.656640625,50.8176744433905
76.25,72.331041607523,80.8322175480769,67.4456388472367
76.5,91.9599758767538,93.1026021634615,95.8798011164675
76.75,106.719054184446,102.328756009615,117.259567424159
77,67.7070677025025,78.166063701923,52.3237348822216
77.25,96.8379123371179,96.3762560096153,94.5222135168369
77.5,117.296537164041,109.165294471153,124.15825234376
77.75,132.446003798656,118.635486778846,146.103528978375
78,106.326549348991,102.582602163461,97.949019851831
78.25,124.145669175914,113.721640625,123.761513678754
78.5,137.489320618222,122.062986778846,143.090915121061
78.75,138.400534348991,122.632602163461,144.410884851831
79,165.484652824109,139.644525240384,180.596938354245
79.25,138.841034054878,122.989140625,142.001415585014
79.5,135.155878997186,120.685486778846,136.663158527321
79.75,121.339393151032,112.048563701923,116.648816681168
80,162.192066304611,137.502602163461,178.968630849144
80.25,142.961211227688,125.481063701923,151.111119772221
80.5,126.559671708457,115.228179086538,127.35211025299
80.75,110.251037843073,105.03337139423,103.727682387606
81,159.33411642774,135.551063701923,181.022746606487
81.25,132.494534408509,118.773179086538,142.143354587256
81.5,113.909404389278,107.155294471153,115.221230568026
81.75,89.7268625431249,92.0383713942307,80.1907847218722
82,136.797495821912,121.352025240384,152.544218233819
82.25,113.878409341143,107.024909855769,119.34399375305
82.5,101.263544302681,99.1391406249999,101.070300714589
82.75,82.6944112834508,87.5312560096153,74.1713496953583
83,116.836726854958,108.802794471153,126.31036374709
83.25,99.0446788741895,97.6806790865384,100.53708576632
83.5,93.2002364511125,94.0272175480769,92.0709193432439
83.75,79.2708487011125,85.3197175480769,71.8930295932439
84,106.461664442369,102.223179086538,114.809745027112
84.25,92.8226837692921,93.6972175480769,95.0525343540352
84.5,84.2279878846767,88.3245252403846,82.6023944694198
84.75,72.0530403462152,80.7137560096154,64.9659589309582
85,75.4141431837511,82.8051021634615,70.2003622519139
85.25,87.1719381837511,90.1551021634615,87.2325172519139
85.5,90.9699951452896,92.5293329326923,92.7343222134524
85.75,95.5180652991357,95.3724098557692,99.3225843672985
86,61.3202902551875,74.0679867788461,47.0362530415285
86.25,86.3291386782644,89.7014483173076,83.2636734646054
86.5,104.81859433211,101.259525240384,110.047205118451
86.75,122.29131758211,112.182025240384,135.357914368451
87,61.868028377823,74.5283713942307,43.4001697789736
87.25,98.4854690124384,97.418563701923,96.443612413589
87.5,123.316504627823,112.94087139423,132.413456028973
87.75,143.013118512438,125.253563701923,160.945657913589
88,78.5454092279955,85.131640625,60.8778498224748
88.25,111.518302574149,105.743563701923,108.641859168628
88.5,142.13379186261,124.881832932692,152.99097045709
88.75,177.292736785687,146.860294471153,203.921659380167
89,108.428684674409,104.093179086538,93.6170065172212
89.25,136.18009569364,121.441063701923,133.817259536452
89.5,166.240612135947,140.232409855769,177.362445978759
89.75,204.532507982101,164.169332932692,232.831477824913
90,160.508654475196,136.904717548076,159.468637377163
90.25,157.826080629042,135.227794471153,155.582703531009
90.5,171.87759932135,144.011640624999,175.937510223317
90.75,190.389819936734,155.583948317307,202.754018838702
91,206.487298401135,165.484909855769,232.14894827999
91.25,165.367932804981,139.780486778846,172.584088683836
91.5,149.640728362673,129.949140625,149.801910241528
91.75,135.271423112673,120.966640625,128.986762991528
92,182.097566138934,149.998948317307,205.81077958593
92.25,143.940721888934,126.146448317307,150.53738133593
92.5,126.617201427395,115.317217548076,125.442804874391
92.75,106.769846581241,102.910294471153,96.6922420282377
93,163.709323705829,138.348179086538,185.02922934462
93.25,135.414629955829,120.660679086538,144.04198559462
93.5,116.261606436598,108.687794471153,116.29722007539
93.75,91.2724466289059,93.066640625,80.0983202676979
94,136.309952353249,121.081832932692,150.539737104668
94.25,114.144570680172,107.22587139423,118.431317431591
94.5,101.084865987865,99.0620252403846,99.5132367392835
94.75,80.8065150455575,86.3856790865385,70.1383397969758
95,121.653647258669,111.799140625,133.843483939352
95.25,105.767395720208,101.86837139423,110.830912400891
95.5,87.5908044702084,90.5058713942307,84.500591150891
95.75,71.2427933740546,80.2864483173077,60.8191220547371
96,106.871211072444,102.46626201923,115.888508730365
96.25,92.7323241493672,93.6278004807692,95.4071418072889
96.5,77.9237166685979,84.3706850961538,73.9556283265197
96.75,62.8317777070595,74.936454326923,52.0936853649812
97,98.9080022373553,97.4347235576923,106.365443169488
97.25,87.0376129681245,90.0143389423077,89.1701859002575
97.5,77.2163778719707,83.8749158653846,74.9433008041036
97.75,69.7968462181245,79.2368389423076,64.1954851502575
98,83.4440102139119,87.7379927884615,85.0879708363999
98.25,74.4586183677581,82.1210697115384,72.071874990246
98.5,71.1032476177581,80.0235697115384,67.211338240246
98.75,72.6626474831427,80.9983774038461,69.4702601056306
99,71.106015525488,80.0222235576923,67.3308471853698
99.25,70.9125133524111,79.9012620192307,67.0505430122929
99.5,75.7079217370264,82.898954326923,73.9970953969083
99.75,81.0770686793341,86.2553004807692,81.774756339216
100,61.6641618693489,74.176454326923,51.5324748783289
100.25,70.5600320424258,79.7374158653846,64.4188910514058
100.5,87.8567882924258,90.5499158653846,89.4746973014058
100.75,102.752148734733,99.8612620192307,111.051879743713
101,72.7752934083394,81.3487620192307,59.1224876234478
101.25,97.1399549468009,96.5795312499999,94.4167491619094
101.5,119.424391216031,110.509915865384,126.69762943114
101.75,138.730924408339,122.57876201923,154.664766623447
102,111.488417441648,105.762223557692,107.196637356748
102.25,128.74702699934,116.550877403846,132.197184914441
102.5,141.910096922417,124.779338942307,151.264998837517
102.75,141.692906883955,124.643569711538,150.950380799056
103,156.035080216747,133.680492788461,169.046235660684
103.25,136.275708870594,121.328569711538,140.42312431453
103.5,133.03324002444,119.301646634615,135.726135468377
103.75,122.616731947517,112.790108173076,120.636947391454
104,158.467186085223,135.141454326923,174.799038755846
104.25,138.245132277531,122.500300480769,145.505692948154
104.5,119.206548835223,110.598954326923,117.926703505846
104.75,100.073213931377,98.6383774038461,90.2104586020005
105,149.684035953596,129.499915865384,167.746473556185
105.25,122.547278895904,112.53626201923,128.436598498493
105.5,102.089576972827,99.7478004807692,98.8018965754163
105.75,80.507778165135,86.2566466346153,67.538845767724
106,128.340329299068,116.030685096153,141.593047697555
106.25,102.576545529837,99.9253004807692,104.272039928324
106.5,88.981248972145,91.4266466346153,84.578109370632
106.75,66.7223463759912,77.5122235576922,52.3342167744782
107,112.073174599604,105.733569711538,122.843164640657
107.25,89.1922348111431,91.4303004807692,89.6981988521964
107.5,78.8138734265277,84.9426081730769,74.664269467581
107.75,63.7440841572969,75.5222235576923,52.8344121983502
108,97.295568542017,96.3916466346153,105.348105315843
108.25,75.7260751189401,82.9081850961538,74.1028798927665
108.5,67.8352472343247,77.9754927884615,62.6723520081511
108.75,53.4456380997094,68.9803004807692,41.8277928735357
109,59.9381352227247,72.9985697115384,52.7458135868648
109.25,66.7522419534939,77.2581850961538,62.616620317634
109.5,67.010655030417,77.4197235576922,62.9909533945571
109.75,72.9827658188786,81.1529927884615,71.6420581830186
110,46.1181382488928,64.4085697115384,30.8823292500645
110.25,69.7146361527389,79.1591466346153,65.0638411539106
110.5,81.5253443065851,86.5422235576922,82.1726453077568
110.75,98.8882419988928,97.3960697115384,107.324263000064
111,46.7658342176927,64.9303004807692,27.4338134178268
111.25,75.6721055830773,83.0001081730768,69.3069787832115
111.5,97.9879205830773,96.9501081730768,101.633313783211
111.75,118.832011583077,109.980108173076,131.827732783211
112,69.0627041302309,79.036454326923,53.4255298805012
112.25,99.533912784077,98.0845312499999,97.5656385343473
112.5,123.127949611,112.833569711538,131.74358536127
112.75,148.120801034077,128.45703125,167.947832784347
113,92.9000459405014,94.1828004807692,78.7497650027729
113.25,118.759196440501,110.347800480769,116.208919502772
113.5,143.988311248193,126.118954326923,152.755414310465
113.75,181.515735075116,149.577992788461,207.117044137388
114,145.416115854768,127.169146634615,148.905096557168
114.25,145.500407739383,127.221838942307,149.027200441784
114.5,156.410361739383,134.041838942307,164.831186441784
114.75,177.395041758614,147.159723557692,195.229260461014
115,170.313324228647,142.653185096153,187.960566984601
115.25,136.092664882493,121.26126201923,138.389063638447
115.5,128.705742497878,116.643569711538,127.688485253832
115.75,118.852821036339,110.484338942307,113.415699792293
116,166.355597326042,139.986646634615,189.454400192959
116.25,126.564597999119,115.112608173076,131.813790866036
116.5,106.391765729888,102.502223557692,102.591746596805
116.75,87.5811395375812,90.743377403846,75.3429724044978
117,137.561271396745,121.840877403846,153.222507076
117.25,110.960106204437,105.212031249999,114.688481883692
117.5,97.9443932621299,97.0756850961538,95.8341269413846
117.75,76.9332566659761,83.9412620192307,65.3977283452308
118,119.032200408579,110.150877403846,130.404700622666
118.25,100.583967793194,98.6185697115384,103.680884007281
118.5,85.7046043508871,89.3172235576923,82.126874564974
118.75,67.6033835816563,78.0018389423076,55.9057337957432
119,106.240997492998,102.075300480769,114.863118140707
119.25,91.3114896083833,92.7426081730769,93.2364702560916
119.5,76.1672527622294,83.2756850961538,71.2987694099378
119.75,61.8653194929987,74.3353004807692,50.581216140707
120,91.3450987236078,92.6839022435897,96.2779520770507
120.25,80.9002882620693,86.1546714743589,81.1477656155122
120.5,70.3628797813001,79.5675560897435,65.883443134743
120.75,56.5300893005309,70.9204407051281,45.8454826539738
121,82.3824228459204,87.0335176282051,85.0841454712684
121.25,71.2706605382281,80.0873637820512,68.9878231635761
121.5,67.9266722689974,77.9969791666666,64.1437748943453
121.75,62.6870394997666,74.721594551282,56.5537261251146
122,70.0391870027029,79.2894791666666,68.2577486932514
122.25,66.5075416180875,77.0817868589743,63.141863308636
122.5,65.5692560411644,76.4952483974358,61.7826777317129
122.75,63.986783579626,75.5060176282051,59.4903332701744
123,62.6892722814574,74.6852483974358,57.9739212336811
123.25,63.5986402045343,75.2537099358974,59.2912171567581
123.5,64.6141420699189,75.8885176282051,60.7622570221427
123.75,67.0733731853035,77.4258253205128,64.3246601375273
124,60.2552092761805,73.1702483974359,54.2011404113711
124.25,61.5940351223344,74.0071714743589,56.140542257525
124.5,66.3623716607959,76.9879407051282,63.0478787959865
124.75,72.8393108531036,81.0367868589743,72.4302699882942
125,58.126556176113,71.8654407051282,50.1471097944764
125.25,65.0317227530361,76.1819791666666,60.1498243713995
125.5,71.9587313876515,80.5121714743589,70.1841790060149
125.75,73.1206673299592,81.2385176282051,71.8673409483226
126,69.1788203240592,78.8237099358974,64.3060257151267
126.25,71.6620469394438,80.3760176282051,67.9031883305113
126.5,74.2957068817515,82.0223637820513,71.718266272819
126.75,71.6306682086746,80.3564022435897,67.8577335997421
127,82.4129495682436,87.1367868589743,81.9677174052382
127.25,77.9482483951667,84.3458253205128,75.5002222321613
127.5,77.0484171451667,83.7833253205128,74.1967409821613
127.75,64.212670452859,75.7594791666666,55.6030822898536
128,97.4624266091665,96.5187099358974,104.735420333995
128.25,79.9410970899357,85.5658253205128,79.3543008147649
128.5,67.114887070705,77.5479407051281,60.7744567955341
128.75,47.2121579937819,65.1064022435897,31.9436797186111
129,99.6878775025111,97.8000560897435,112.082249460039
129.25,77.0638126178957,83.6573637820512,79.3093885754238
129.5,56.481518675588,70.7910176282051,49.4942046331161
129.75,24.6293382332804,50.8796714743589,3.35364219080852
130,83.375127106126,87.4633253205128,93.6835272535229
130.25,54.9718383368953,69.7079407051281,52.5389744842921
130.5,39.3661495676645,59.9525560897435,29.9328217150613
130.75,7.75177068304915,40.1898637820512,-15.8632651695539
131,62.2100741632265,74.1302483974358,66.8700456535768
131.25,32.6328517016881,55.6410176282051,24.0249511920384
131.5,21.0294892786111,48.3875560897435,7.21650476896149
131.75,-1.63918262523497,34.2169791666666,-25.6209731348846
132,41.7172713492711,61.2029407051281,41.5734742605914
132.25,21.4278455608095,48.5196714743589,12.1825344721299
132.5,12.736244772348,43.0864022435897,-0.407980316331578
132.75,-1.26236076611348,34.3356330128205,-20.6861378547931
133,3.18789872292618,37.0669791666666,-12.3403289071916
133.25,8.3244738960031,40.2779407051282,-4.89956773411472
133.5,17.1277460498492,45.7810176282051,7.85271241973143
133.75,36.9271098960031,58.1579407051282,36.5337562658852
