Time,Data
2025-03-29:POS_061,1259.8
2025-03-29:POS_062,1263.49
2025-03-29:POS_063,1261.69
2025-03-29:POS_064,1265.1
2025-03-29:POS_065,2391.94
2025-03-29:POS_066,2418.25
2025-03-29:POS_067,2444.23
2025-03-29:POS_068,2454.35
2025-03-29:POS_069,2400.91
2025-03-29:POS_070,2401.41
2025-03-29:POS_071,2408.11
2025-03-29:POS_072,2408.05
2025-03-29:POS_073,2408.97
2025-03-29:POS_074,2416.3
2025-03-29:POS_075,2408.01
2025-03-29:POS_076,2415.91
2025-03-29:POS_077,2502.4
2025-03-29:POS_078,2618.54
2025-03-29:POS_079,2640.13
2025-03-29:POS_080,2650.55
2025-03-29:POS_081,2125.49
2025-03-29:POS_082,1766.83
2025-03-29:POS_083,1728.09
2025-03-29:POS_084,1718.43
2025-03-29:POS_085,1679.37
2025-03-29:POS_086,1682.68
2025-03-29:POS_087,1644.27
2025-03-29:POS_088,1542.15
2025-03-29:POS_089,1585.86
2025-03-29:POS_090,1584.84
2025-03-29:POS_091,1529.47
2025-03-29:POS_092,1528.13
2025-03-29:POS_093,1555.35
2025-03-29:POS_094,1548.87
2025-03-29:POS_095,1515.71
2025-03-29:POS_096,1536.05
2025-03-30:POS_001,1464.93
2025-03-30:POS_002,1459.13
2025-03-30:POS_003,1454.74
2025-03-30:POS_004,1450.49
2025-03-30:POS_005,1450.86
2025-03-30:POS_006,1448.29
2025-03-30:POS_007,1449.47
2025-03-30:POS_008,1373.15
2025-03-30:POS_009,1397.11
2025-03-30:POS_010,1368.66
2025-03-30:POS_011,1367.85
2025-03-30:POS_012,1367.69
2025-03-30:POS_013,1678.88
2025-03-30:POS_014,1667.4
2025-03-30:POS_015,1661.62
2025-03-30:POS_016,1667
2025-03-30:POS_017,1692.22
2025-03-30:POS_018,1698.16
2025-03-30:POS_019,1697.01
2025-03-30:POS_020,1695.28
2025-03-30:POS_021,1669.76
2025-03-30:POS_022,1666.52
2025-03-30:POS_023,1661.59
2025-03-30:POS_024,1662.68
2025-03-30:POS_025,1685.06
2025-03-30:POS_026,1689.65
2025-03-30:POS_027,1690.61
2025-03-30:POS_028,1690.23
2025-03-30:POS_029,1596.23
2025-03-30:POS_030,1580.62
2025-03-30:POS_031,1581.55
2025-03-30:POS_032,3608.62
2025-03-30:POS_033,2375.78
2025-03-30:POS_034,2720.95
2025-03-30:POS_035,2267
2025-03-30:POS_036,2908.35
2025-03-30:POS_037,1567.46
2025-03-30:POS_038,1551.59
2025-03-30:POS_039,1595.78
2025-03-30:POS_040,2665.78
2025-03-30:POS_041,1567.64
2025-03-30:POS_042,1554.69
2025-03-30:POS_043,1555.3
2025-03-30:POS_044,1551.02
2025-03-30:POS_045,1485.11
2025-03-30:POS_046,1433.55
2025-03-30:POS_047,1441.11
2025-03-30:POS_048,1437.11
2025-03-30:POS_049,1439.91
2025-03-30:POS_050,1432.57
2025-03-30:POS_051,1436.8
2025-03-30:POS_052,1434.58
2025-03-30:POS_053,1439.1
2025-03-30:POS_054,1432.26
2025-03-30:POS_055,1434.12
2025-03-30:POS_056,1432.07
2025-03-30:POS_057,1427.31
2025-03-30:POS_058,1423.44
2025-03-30:POS_059,1428.51
2025-03-30:POS_060,1425.57
2025-03-30:POS_061,1461.61
2025-03-30:POS_062,1454.41
2025-03-30:POS_063,1453.01
2025-03-30:POS_064,1466.17
2025-03-30:POS_065,1498.15
2025-03-30:POS_066,1495.22
2025-03-30:POS_067,1485.13
2025-03-30:POS_068,1492.49
2025-03-30:POS_069,1480.69
2025-03-30:POS_070,1523.43
2025-03-30:POS_071,1589.95
2025-03-30:POS_072,1592.74
2025-03-30:POS_073,1595.86
2025-03-30:POS_074,1600.15
2025-03-30:POS_075,1593.9
2025-03-30:POS_076,1617.71
2025-03-30:POS_077,1422.09
2025-03-30:POS_078,1410.21
2025-03-30:POS_079,1401.5
2025-03-30:POS_080,1398.19
2025-03-30:POS_081,1413.87
2025-03-30:POS_082,1420.77
2025-03-30:POS_083,1423.48
2025-03-30:POS_084,1423.17
2025-03-30:POS_085,1406.22
2025-03-30:POS_086,1461.69
2025-03-30:POS_087,1404.34
2025-03-30:POS_088,1386.1
2025-03-30:POS_089,1405.17
2025-03-30:POS_090,1404.25
2025-03-30:POS_091,1412.79
2025-03-30:POS_092,1311.33
2025-03-30:POS_093,1311.33
2025-03-30:POS_094,1311.33
2025-03-30:POS_095,1311.33
2025-03-30:POS_096,1311.33
